keyword,search_volume,intent,commercial_value,difficulty,current_position,target_position,primary_owning_url,role,secondary_supporting_urls,title_coverage,meta_coverage,h1_coverage,h2_coverage,body_coverage,faq_coverage,internal_anchor_coverage,cannibalisation_risk,competitor_gap,serp_similarity,optimization_score,next_action,silo,page_visitors,page_pageviews,page_conversions,page_seconds,page_bounce,page_sessions,behaviour_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_ranking_url,demand_share
halal baby shower catering dubai,0,commercial,0,,,20,/baby-shower-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.38,3,a second natural mention,Private Events,1,1,0,,,0,,,,,,,
small party catering in dubai,0,,0,,88,20,/baby-shower-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Events,1,1,0,,,0,,0,1,0,88,/private-party-catering-dubai,
bar services dubai,0,commercial,0,,,20,/bar-services-dubai,primary,/faq,True,True,True,True,3,True,partial,low,no tracked competitor in top 30,1.0,9,no measured UAE demand for this primary — re-target it or merge the page; get an inbound link with this anchor,Catering,0,0,0,2,1.0,1,first-party,,,,,,
bar hire packages dubai,0,commercial,0,,,20,/bar-services-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.33,3,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
bartender for birthday party dubai,0,,0,,,20,/bar-services-dubai,sub,,False,False,False,False,1,False,none,low,,,2,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
bartender hire dubai,0,transactional,0,,,20,/bar-services-dubai,sub,,False,False,False,False,1,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.27,2,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
event bartender dubai,0,informational,0,,,20,/bar-services-dubai,sub,,False,False,False,False,1,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.18,2,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
mobile bar hire dubai price,0,commercial,0,,,20,/bar-services-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.2,3,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
mocktail bar birthday party dubai,0,transactional,0,,9,10,/bar-services-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #9",0.0,3,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
mocktail bar catering menu dubai,0,transactional,0,,,20,/bar-services-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.15,3,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
mocktail bar catering price per person dubai,0,commercial,0,,3,10,/bar-services-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #3",0.09,3,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
mocktail bar dubai,0,navigational,0,,,20,/bar-services-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Catering,0,0,0,2,1.0,1,first-party,,,,,,
mocktail station dubai,0,,0,,,20,/bar-services-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,0,0,0,2,1.0,1,first-party,,,,,,
oyster bar catering price per person dubai,0,,0,,,20,/bar-services-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,0,0,0,2,1.0,1,first-party,,,,,,
bbq catering dubai price,0,commercial,0,,23,10,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #23",0.33,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
bbq catering menu dubai,0,transactional,0,,30,10,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #30",0.33,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
bbq catering packages dubai,0,commercial,0,,,20,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.5,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
bbq catering price per person dubai,0,commercial,0,,17,10,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #17",0.2,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
bbq chef at home dubai,0,transactional,0,,,20,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.17,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
best bbq catering dubai,0,commercial,0,,,20,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.38,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
desert bbq catering dubai,0,,0,,,20,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
halal bbq catering dubai,0,commercial,0,,24,10,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #24",0.44,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,,,,,,
home bbq catering dubai,0,,0,,,20,/bbq-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,6,7,0,52.0,0,1,ga4,,,,,,
outdoor bbq catering dubai,0,,0,,,20,/bbq-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,6,7,0,52.0,0,1,ga4,,,,,,
villa bbq catering dubai,0,commercial,0,,18,10,/bbq-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #12",0.45,3,a second natural mention,Catering,6,7,0,52.0,0,1,ga4,0,24,0,18.3,/bbq-catering-dubai,
become a private chef in dubai,0,transactional,0,,,20,/become-a-mychef,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.07,1,write one sentence that says it; merge → /locations/jbr,Partners / Recruit,2,2,0,,,0,,,,,,,
freelance chef work dubai,0,transactional,0,,,20,/become-a-mychef,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.42,1,drop — off-intent,Partners / Recruit,2,2,0,,,0,,,,,,,
private chef vacancies dubai,0,transactional,0,,,20,/become-a-mychef,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.6,1,write one sentence that says it,Partners / Recruit,2,2,0,,,0,,,,,,,
work as a private chef dubai,0,transactional,0,,,20,/become-a-mychef,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.33,1,write one sentence that says it,Partners / Recruit,2,2,0,,,0,,,,,,,
birthday catering company dubai,0,,0,,,20,/best-catering-companies-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,0,0,0,,1.0,1,first-party,,,,,,
food catering company dubai,0,,0,,,20,/best-catering-companies-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,0,0,0,,1.0,1,first-party,,,,,,
adult birthday catering dubai,0,,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
allergy aware birthday catering dubai,0,,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
bespoke birthday catering dubai,0,,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
best birthday catering dubai,0,commercial,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
birthday catering cost per person dubai,0,commercial,0,,22,10,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #22",0.09,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
birthday catering dubai for adults,0,,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
birthday catering dubai price,0,commercial,0,,21,10,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #21",0.44,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
birthday catering menu dubai,0,commercial,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.4,1,write one sentence that says it; merge → /birthday-catering-package-dubai,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
full service birthday catering dubai,0,commercial,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.44,1,write one sentence that says it; merge → /birthday-catering-package-dubai,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
halal birthday catering dubai,0,commercial,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.17,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
kids birthday catering dubai,0,commercial,0,,,20,/birthday-catering-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.08,1,write one sentence that says it,Private Events,12,14,0,9,0.333,3,first-party,,,,,,
birthday catering packages dubai,0,commercial,0,,,20,/birthday-catering-package-dubai,primary,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,1.0,0,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; put the exact primary in the title; put the exact primary in the H1; say it in the meta description; say it in the first 100 words; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor",Packages / Offers,1,1,0,,,0,,,,,,,
best birthday catering package dubai,0,commercial,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.5,1,write one sentence that says it; merge → /best-catering-companies-dubai,Packages / Offers,1,1,0,,,0,,,,,,,
birthday catering at home dubai,0,,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
birthday catering blog dubai,0,,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
birthday catering package cost per person dubai,0,commercial,0,,17,10,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #17",0.27,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
birthday catering package dubai price,0,commercial,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.17,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
birthday party package dubai catering,0,commercial,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.44,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
catering package dubai,0,,0,,,20,/birthday-catering-package-dubai,sub,/yacht-catering-checklist-dubai,True,False,True,False,2,False,partial,low,,,3,remove it from the heading (subs live in sentences),Packages / Offers,1,1,0,,,0,,,,,,,
catering packages on offer in dubai,0,commercial,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.09,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
halal birthday catering package dubai,0,commercial,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.2,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
kids birthday catering packages dubai,0,commercial,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.08,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
kids birthday food package dubai,0,,0,,,20,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Packages / Offers,1,1,0,,,0,,,,,,,
what is included in birthday catering package dubai,0,commercial,0,,26,10,/birthday-catering-package-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #26",0.27,1,write one sentence that says it; merge → /birthday-catering-dubai,Packages / Offers,1,1,0,,,0,,,,,,,
,0,,0,,,,/blog,untargeted (in sitemap),,False,False,False,False,0,False,none,n/a,,,0,decide: lock a primary or keep untargeted by decision,Blog and Guides,33,76,0,6.2,0.2,5,ga4,,,,,,
private chef for birthday dinner dubai,0,transactional,0,,29,10,/blog/best-private-chef-birthday-dinner-dubai,primary,,True,True,True,True,3,False,partial,low,"no tracked competitor in top 30, we #29",1.0,8,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; answer a FAQ that contains it; get an inbound link with this anchor",Blog and Guides,1,1,0,,,0,,,,,,,
